ts,open,high,low,close,volume
2025-04-28 00:00:00-04:00,974.4961352633502,981.2682985991561,964.8159371181604,974.5359497070312,1616200
2025-04-29 00:00:00-04:00,973.9981365105998,989.1459208231279,967.0865317607954,987.64208984375,1523100
2025-04-30 00:00:00-04:00,985.9490773472851,993.6773343862991,972.5541004525052,990.4306640625,2212400
2025-05-01 00:00:00-04:00,986.0486053425674,1002.2620187138986,980.9694982445001,994.9520263671875,1829900
2025-05-02 00:00:00-04:00,1005.013825451866,1015.1553902554524,1001.802791487318,1005.4824829101562,1547400
2025-05-05 00:00:00-04:00,1004.6947550251608,1014.9360773515297,999.6987445782579,1012.0541381835938,1952600
2025-05-06 00:00:00-04:00,1005.6320711137346,1013.3902995846815,1000.7058726643082,1007.6763305664062,1381200
2025-05-07 00:00:00-04:00,1008.3544617531236,1011.2662853819788,998.6715724052643,1004.3357543945312,1316000
2025-05-08 00:00:00-04:00,1010.6680254429941,1014.1582455604588,988.6298027614176,1004.8942260742188,1882600
2025-05-09 00:00:00-04:00,1001.8028150608266,1007.8858064187586,995.2611480290266,1005.2731323242188,1176700
2025-05-12 00:00:00-04:00,1006.9683333290195,1014.068433124495,989.4673852681626,1013.3106079101562,2069000
2025-05-13 00:00:00-04:00,1010.887358021192,1020.9691541549438,984.8403493613687,996.2384643554688,2917000
2025-05-14 00:00:00-04:00,995.969205168598,997.0661071263447,987.7522396873176,988.7693481445312,2215000
2025-05-15 00:00:00-04:00,989.8762711701684,1011.166588706862,980.2532117345614,1007.6464233398438,2470700
2025-05-16 00:00:00-04:00,1009.6608107422688,1025.3867644395075,1006.1805725142287,1022.9635009765625,2033700
2025-05-19 00:00:00-04:00,1015.7536990914957,1032.0979150804442,1010.059693512321,1031.44970703125,1879800
2025-05-20 00:00:00-04:00,1027.131943445355,1035.0996079532083,1027.131943445355,1033.9228515625,2271200
2025-05-21 00:00:00-04:00,1028.0591916513545,1036.5653855347207,1020.9391891708166,1022.43505859375,1438900
2025-05-22 00:00:00-04:00,1024.8482642740876,1025.9053607992143,1011.2862904186197,1015.2850952148438,1660900
2025-05-23 00:00:00-04:00,1009.1722269885659,1012.2735222881095,1004.1861981990967,1005.6820068359375,1413900
2025-05-27 00:00:00-04:00,1012.1638018500347,1016.1027766015843,1008.1051672817207,1014.9459838867188,1868200
2025-05-28 00:00:00-04:00,1014.2080685933236,1021.7569232215939,1010.1295312696731,1010.3090209960938,1674700
2025-05-29 00:00:00-04:00,1013.1709695393823,1014.6966626055832,1000.7956127604159,1005.9212646484375,2016700
2025-05-30 00:00:00-04:00,999.4993389713769,1049.5490993965154,999.2001894109425,1037.2735595703125,5403800
2025-06-02 00:00:00-04:00,1031.379989042547,1057.536675843453,1031.379989042547,1053.8968505859375,2148000
2025-06-03 00:00:00-04:00,1051.204341109286,1064.0981417601242,1040.3447571714644,1052.6402587890625,1992900
2025-06-04 00:00:00-04:00,1052.0521525065917,1054.87420118795,1046.437878804615,1048.7513427734375,1422100
2025-06-05 00:00:00-04:00,1047.065966769983,1048.1130814284368,1003.1988985290707,1007.9854736328125,3289400
2025-06-06 00:00:00-04:00,1017.7781070446924,1017.7781070446924,1005.7916744818358,1012.10400390625,1855400
2025-06-09 00:00:00-04:00,1009.5909619353033,1010.5183559180218,994.1841219387512,1003.368408203125,1696700
2025-06-10 00:00:00-04:00,1004.1163065896513,1008.6835256394589,994.9320203790301,1004.4553833007812,2255000
2025-06-11 00:00:00-04:00,999.6389085950703,1002.6305257676506,990.6042271684619,993.9947509765625,2459800
2025-06-12 00:00:00-04:00,996.2085478678052,1000.4466723206964,992.5787043171172,999.908203125,1720100
2025-06-13 00:00:00-04:00,996.2883252567708,1000.7857328712023,985.9073794452864,987.443115234375,1786000
2025-06-16 00:00:00-04:00,989.5571975006961,999.0505548389581,978.6976122914807,981.6094360351562,2109300
2025-06-17 00:00:00-04:00,980.2531902812192,983.3445035649518,973.4722037828154,974.9879150390625,1668200
2025-06-18 00:00:00-04:00,977.2615669099683,979.9041863091891,971.348144528235,972.1758422851562,1509600
2025-06-20 00:00:00-04:00,981.2404546167485,985.8973883247049,971.1786829047896,977.55078125,3255700
2025-06-23 00:00:00-04:00,980.4028628318742,1002.0621426255752,978.518129346538,1001.6732177734375,2082900
2025-06-24 00:00:00-04:00,1003.0294516645477,1003.0294516645477,989.2979091020399,999.120361328125,2385100
2025-06-25 00:00:00-04:00,1000.1973535263559,1002.1718014075898,983.2448560089599,983.7833251953125,1827700
2025-06-26 00:00:00-04:00,984.9699910455582,984.9699910455582,973.7713902331204,980.1634521484375,2262800
2025-06-27 00:00:00-04:00,979.4952862462943,990.3648523805302,977.5607048145097,982.38720703125,2129200
2025-06-30 00:00:00-04:00,982.4071555914037,988.968786239412,977.0122994526788,987.173828125,2127600
2025-07-01 00:00:00-04:00,987.2336451803269,994.0545589638175,971.7769567961905,983.2049560546875,2200600
2025-07-02 00:00:00-04:00,981.1207806002939,982.9456840983271,974.1403406048815,979.614990234375,1606100
2025-07-03 00:00:00-04:00,979.6648592308459,984.9101711346938,974.5990979201327,984.2620239257812,1101400
2025-07-07 00:00:00-04:00,982.2476627991218,990.1156307665112,973.4722643805387,989.4075927734375,1832600
2025-07-08 00:00:00-04:00,986.735073352822,993.0872690063997,981.1806301131669,983.0853271484375,1716200
2025-07-09 00:00:00-04:00,985.6281478424953,985.6281478424953,969.5631787629785,979.3457641601562,2922600
2025-07-10 00:00:00-04:00,984.2420345304089,985.239240239153,966.3621434763803,967.4590454101562,2897000
2025-07-11 00:00:00-04:00,970.5703423490987,976.2444453833413,963.0015849479702,967.61865234375,1942000
2025-07-14 00:00:00-04:00,968.3864209658389,978.7474026897979,966.9105760216894,978.1690063476562,1679300
2025-07-15 00:00:00-04:00,976.5137523054225,977.5109580774985,963.9589048545572,964.97607421875,1878000
2025-07-16 00:00:00-04:00,965.2851632223001,966.8807289063834,947.4750835219338,948.7116088867188,2950300
2025-07-17 00:00:00-04:00,947.7043778008732,952.0821253544964,944.862365951627,951.2444458007812,2280600
2025-07-18 00:00:00-04:00,957.2676370681019,957.5767684047739,946.9964303896035,948.2927856445312,2115500
2025-07-21 00:00:00-04:00,948.851206136518,953.089330365052,943.9548920612561,944.9122314453125,1742400
2025-07-22 00:00:00-04:00,946.148793538083,955.0239489661649,938.6199023771956,938.9788818359375,1799900
2025-07-23 00:00:00-04:00,939.7467358408901,945.8496300077228,933.3845584472626,938.56005859375,2401600
2025-07-24 00:00:00-04:00,938.6996619910775,940.2652822494475,930.8815424946001,931.190673828125,2057100
2025-07-25 00:00:00-04:00,933.6836827729074,938.6597294671025,931.739119489077,932.865966796875,1827700
2025-07-28 00:00:00-04:00,932.8859172741276,937.6126624774042,928.2888136789243,931.380126953125,2006300
2025-07-29 00:00:00-04:00,931.3801607691637,939.1583532129497,924.78864556687,931.9585571289062,2065900
2025-07-30 00:00:00-04:00,932.3873349238935,935.1296506148461,922.5549012722015,924.9182739257812,1699600
2025-07-31 00:00:00-04:00,922.774277294664,943.3067700021527,922.4152978403075,937.014404296875,2564400
2025-08-01 00:00:00-04:00,938.1727515249177,955.3683952670457,938.1727515249177,951.1743774414062,2934500
2025-08-04 00:00:00-04:00,951.2542184380943,958.8235270853169,947.3197821173934,954.0203247070312,2389900
2025-08-05 00:00:00-04:00,949.9860088793837,950.1557516431945,934.3580943125125,942.296875,2462300
2025-08-06 00:00:00-04:00,942.2968779231544,969.1788292374677,941.3282166112642,967.191650390625,2753000
2025-08-07 00:00:00-04:00,973.3029856897996,980.6126514646908,969.5882704814876,976.069091796875,1893300
2025-08-08 00:00:00-04:00,975.7695708672848,986.8039479613234,975.6197583978872,979.5941162109375,2189700
2025-08-11 00:00:00-04:00,981.7710057738157,988.1819797490296,974.9407031716983,987.3431396484375,2290100
2025-08-12 00:00:00-04:00,987.1034944435687,990.3489029988966,978.6654200099305,989.849609375,1588500
2025-08-13 00:00:00-04:00,982.5699292025938,985.0064845224941,968.7294636421735,977.4671020507812,2352600
2025-08-14 00:00:00-04:00,979.2146244456744,986.8937627692793,973.8022986634927,974.0120239257812,1808700
2025-08-15 00:00:00-04:00,977.7567542336544,978.6155246581623,965.8535500913173,970.666748046875,1638300
2025-08-18 00:00:00-04:00,971.9249291370649,979.8936965987621,968.6296035005083,977.9663696289062,2078500
2025-08-19 00:00:00-04:00,977.2374643364424,987.1334982633657,975.4100325759078,979.4642944335938,1673400
2025-08-20 00:00:00-04:00,977.6169063766969,997.8882151260808,977.6169063766969,993.1649169921875,2229600
2025-08-21 00:00:00-04:00,987.5029368620877,987.9223264333003,966.1531369928716,968.31005859375,2145600
2025-08-22 00:00:00-04:00,970.1674251346436,972.1246780665098,951.7634696167063,957.185791015625,3136000
2025-08-25 00:00:00-04:00,953.6109194166465,956.9461667604558,939.2312383774862,940.2498168945312,2284300
2025-08-26 00:00:00-04:00,940.0101318359375,942.7162642274807,931.9315343111209,940.0101318359375,4341300
2025-08-27 00:00:00-04:00,939.1613167086003,950.6550657533077,935.8959168845508,948.1785888671875,1893600
2025-08-28 00:00:00-04:00,948.9474259917421,949.6564448585393,942.7961555428886,943.625,2067900
2025-08-29 00:00:00-04:00,943.6649239050155,947.2698091453123,939.1313598630009,941.9873046875,1609000
2025-09-02 00:00:00-04:00,937.3339052834116,943.1756774149441,935.256887633424,937.4937133789062,1793900
2025-09-03 00:00:00-04:00,937.6734325562123,948.7477920330045,935.1769644184162,948.438232421875,1670500
2025-09-04 00:00:00-04:00,952.053092464002,958.144450206641,949.7662886927766,954.549560546875,1471900
2025-09-05 00:00:00-04:00,957.3556156559335,968.1802674419253,954.86908217707,962.1188354492188,1928500
2025-09-08 00:00:00-04:00,962.368466192003,970.9663486932802,957.2357740735057,970.4769897460938,1737000
2025-09-09 00:00:00-04:00,968.6296449670507,978.4856963754918,961.749364098253,977.8665771484375,1496800
2025-09-10 00:00:00-04:00,975.010604832975,979.6140773577494,952.6123004698491,954.93896484375,2277500
2025-09-11 00:00:00-04:00,956.4468333809283,963.7964207404486,952.9318477888123,962.9576416015625,1532000
2025-09-12 00:00:00-04:00,958.9333582778239,968.2002775024205,958.6437899079043,966.5326538085938,1461600
2025-09-15 00:00:00-04:00,966.4527165476179,968.3699869958449,958.3541886035131,958.7435913085938,2199400
2025-09-16 00:00:00-04:00,957.745012298129,958.2243756260046,949.4567502678909,950.7249755859375,2012600
2025-09-17 00:00:00-04:00,952.142933395221,962.6181037434592,952.142933395221,961.6694946289062,1556800
2025-09-18 00:00:00-04:00,956.0174581762051,961.1801371256086,949.3269114987614,951.0145263671875,1860900
2025-09-19 00:00:00-04:00,953.6508250071147,956.0873803382838,942.4566399782441,949.8162231445312,4606000
2025-09-22 00:00:00-04:00,946.0416038370369,948.6578975839328,938.2825613184034,941.9274291992188,2794300
2025-09-23 00:00:00-04:00,941.4281275778852,943.6549576464967,932.1811998712544,942.2669067382812,3258500
2025-09-24 00:00:00-04:00,942.9459787067261,952.3126708501874,941.7775877645137,943.9345703125,2149800
2025-09-25 00:00:00-04:00,951.1044582396601,951.6536690488005,934.2982174068125,941.9773559570312,2991500
2025-09-26 00:00:00-04:00,924.2424191011016,926.3194976514163,903.7713804306212,914.656005859375,4812900
2025-09-29 00:00:00-04:00,915.0454874706328,915.9241881968125,902.0138748143294,915.57470703125,4107000
2025-09-30 00:00:00-04:00,914.9555733228306,929.1954373454189,912.0796371495959,924.3223266601562,3096700
2025-10-01 00:00:00-04:00,921.6960444783359,922.694631742126,909.8827400819978,916.0440673828125,2642100
2025-10-02 00:00:00-04:00,911.2707792477015,917.2123855803707,908.7243939476801,915.474853515625,2063800
2025-10-03 00:00:00-04:00,914.296517254056,916.8029200276153,909.9127046457583,914.0867919921875,2319200
2025-10-06 00:00:00-04:00,914.206631615037,914.4862653018198,902.9725250004338,909.653076171875,2504000
2025-10-07 00:00:00-04:00,907.4461973053898,916.3436440805559,902.603073388412,913.5076293945312,2601800
2025-10-08 00:00:00-04:00,911.2508123952379,915.0854143589017,909.673088379798,913.5076293945312,2376900
2025-10-09 00:00:00-04:00,930.99285246656,942.436683996407,925.9699904227583,941.5579223632812,3742900
2025-10-10 00:00:00-04:00,943.0857828944498,944.1143570494081,927.6875840865079,928.6961669921875,3142500
2025-10-13 00:00:00-04:00,927.6875513554579,934.6576708275393,921.696027880611,934.23828125,2169600
2025-10-14 00:00:00-04:00,938.9316810927568,946.0815391653653,934.627772374779,945.1728515625,1925900
2025-10-15 00:00:00-04:00,944.6635186682616,962.6380887909135,943.9245738706032,953.6408081054688,2009800
2025-10-16 00:00:00-04:00,954.1900300716651,956.5467422809885,919.8585958592327,924.3123168945312,2721400
2025-10-17 00:00:00-04:00,928.2667383169801,937.4936746099911,926.8387658858168,935.0072021484375,2502200
2025-10-20 00:00:00-04:00,934.8673796298953,938.4722648960447,930.184003091563,934.7874755859375,1523700
2025-10-21 00:00:00-04:00,934.7874862186113,942.0372393298148,933.6790690104166,936.175537109375,1448200
2025-10-22 00:00:00-04:00,938.6720169235136,951.6536512001154,931.1826125331664,943.3453979492188,2372400
2025-10-23 00:00:00-04:00,944.1342675748647,944.1342675748647,933.16979896235,940.7191162109375,1974800
2025-10-24 00:00:00-04:00,938.672001158708,941.6677628645336,928.8359412708182,930.8231201171875,1639400
2025-10-27 00:00:00-04:00,928.8958536436892,931.881619723973,923.8130178009262,928.5363159179688,1967600
2025-10-28 00:00:00-04:00,925.5605635179573,929.4051000674442,918.9000035974706,922.8543701171875,2090800
2025-10-29 00:00:00-04:00,917.7017027592785,918.5804644343531,908.0153940332956,911.1309814453125,2449600
2025-10-30 00:00:00-04:00,911.4005961606978,921.6960282309323,909.0838664356717,918.8800048828125,2677100
2025-10-31 00:00:00-04:00,916.2100219726562,920.0,909.6799926757812,911.4500122070312,2456300
2025-11-03 00:00:00-05:00,912.4000244140625,929.1900024414062,908.3800048828125,928.0399780273438,3206600
2025-11-04 00:00:00-05:00,933.2100219726562,941.1699829101562,928.969970703125,940.739990234375,2554500
2025-11-05 00:00:00-05:00,940.0,945.280029296875,927.4400024414062,935.030029296875,2974800
2025-11-06 00:00:00-05:00,924.3599853515625,925.0,908.2999877929688,923.5800170898438,3247700
2025-11-07 00:00:00-05:00,929.530029296875,937.0,920.7899780273438,922.739990234375,2584000
2025-11-10 00:00:00-05:00,919.0,922.0,909.0700073242188,915.5599975585938,2612700
2025-11-11 00:00:00-05:00,916.5,918.8900146484375,913.0,913.8599853515625,1663400
2025-11-12 00:00:00-05:00,915.469970703125,918.0999755859375,911.6699829101562,914.0,1829700
2025-11-13 00:00:00-05:00,916.3499755859375,926.75,911.719970703125,925.0800170898438,2430600
2025-11-14 00:00:00-05:00,927.1300048828125,928.8900146484375,915.0999755859375,922.97998046875,1739100
2025-11-17 00:00:00-05:00,922.02001953125,924.9000244140625,908.8099975585938,912.5900268554688,2481900
2025-11-18 00:00:00-05:00,912.5900268554688,918.9099731445312,894.1699829101562,895.0800170898438,2984700
2025-11-19 00:00:00-05:00,895.0,895.0,873.969970703125,890.5999755859375,3462300
2025-11-20 00:00:00-05:00,893.5,904.5700073242188,891.0,893.2899780273438,2648300
2025-11-21 00:00:00-05:00,894.52001953125,905.3200073242188,892.1300048828125,899.010009765625,2870100
2025-11-24 00:00:00-05:00,899.0,901.3599853515625,881.3200073242188,886.1199951171875,3661200
2025-11-25 00:00:00-05:00,886.6599731445312,895.719970703125,885.1300048828125,894.3300170898438,2534700
2025-11-26 00:00:00-05:00,896.02001953125,912.0,895.6199951171875,908.260009765625,1936200
2025-11-28 00:00:00-05:00,905.02001953125,914.2000122070312,903.0,913.5900268554688,1092600
2025-12-01 00:00:00-05:00,913.2000122070312,918.5800170898438,906.2100219726562,911.9600219726562,2149400
2025-12-02 00:00:00-05:00,911.9600219726562,923.0,905.0,922.030029296875,2160600
2025-12-03 00:00:00-05:00,920.8099975585938,926.3200073242188,916.02001953125,922.260009765625,1886800
2025-12-04 00:00:00-05:00,907.030029296875,907.9600219726562,888.0800170898438,895.8599853515625,3787800
2025-12-05 00:00:00-05:00,897.25,905.8900146484375,893.0,894.6799926757812,2359800
2025-12-08 00:00:00-05:00,893.5,894.0,882.9000244140625,887.52001953125,2407900
2025-12-09 00:00:00-05:00,886.8499755859375,889.02001953125,881.510009765625,888.4400024414062,1899500
2025-12-10 00:00:00-05:00,887.8200073242188,889.5800170898438,871.0900268554688,874.4099731445312,3318300
2025-12-11 00:00:00-05:00,875.8599853515625,886.0,872.5499877929688,884.47998046875,3041600
2025-12-12 00:00:00-05:00,883.2999877929688,888.6199951171875,867.1199951171875,884.469970703125,4808900
2025-12-15 00:00:00-05:00,882.1099853515625,887.489990234375,851.4000244140625,860.5599975585938,4771400
2025-12-16 00:00:00-05:00,857.4400024414062,863.5900268554688,844.0599975585938,860.3900146484375,3843300
2025-12-17 00:00:00-05:00,858.5,868.5800170898438,858.22998046875,862.6500244140625,2363700
2025-12-18 00:00:00-05:00,860.2999877929688,863.1500244140625,852.510009765625,857.5900268554688,2467500
2025-12-19 00:00:00-05:00,856.5700073242188,858.4500122070312,849.3200073242188,855.6199951171875,10097600
2025-12-22 00:00:00-05:00,854.0,855.5,847.3099975585938,850.0,2373300
2025-12-23 00:00:00-05:00,849.0999755859375,854.97998046875,846.7999877929688,854.7899780273438,1903300
2025-12-24 00:00:00-05:00,858.5999755859375,876.0,858.3499755859375,871.8599853515625,1822200
2025-12-26 00:00:00-05:00,870.6400146484375,877.5900268554688,869.0,873.3499755859375,1324100
2025-12-29 00:00:00-05:00,873.2899780273438,874.5,865.6900024414062,867.8400268554688,1792500
2025-12-30 00:00:00-05:00,864.0,867.8200073242188,861.4299926757812,865.6500244140625,1680800
2025-12-31 00:00:00-05:00,864.5800170898438,868.0,861.3400268554688,862.3400268554688,1490000
2026-01-02 00:00:00-05:00,861.1400146484375,863.0999755859375,852.5,854.5,2373400
2026-01-05 00:00:00-05:00,863.9500122070312,878.77001953125,860.8499755859375,875.739990234375,2805600
2026-01-06 00:00:00-05:00,875.9500122070312,894.0800170898438,871.2999877929688,889.0999755859375,2742300
2026-01-07 00:00:00-05:00,892.0,893.5999755859375,879.6199951171875,882.5800170898438,2680100
2026-01-08 00:00:00-05:00,901.1300048828125,931.6699829101562,896.0,915.3099975585938,5207200
2026-01-09 00:00:00-05:00,915.969970703125,929.8499755859375,911.3300170898438,924.8800048828125,2895400
2026-01-12 00:00:00-05:00,920.4000244140625,944.8300170898438,917.0,943.0800170898438,3246400
2026-01-13 00:00:00-05:00,938.02001953125,942.9000244140625,929.5999755859375,941.9299926757812,2222100
2026-01-14 00:00:00-05:00,938.3300170898438,955.6099853515625,938.2899780273438,950.97998046875,2894900
2026-01-15 00:00:00-05:00,954.5399780273438,958.280029296875,950.0,956.75,2185900
2026-01-16 00:00:00-05:00,962.0,964.97998046875,951.0,963.6099853515625,3862900
2026-01-20 00:00:00-05:00,958.3800048828125,969.9000244140625,954.1300048828125,964.260009765625,3209900
2026-01-21 00:00:00-05:00,959.5999755859375,989.6400146484375,959.5999755859375,982.8599853515625,4073700
2026-01-22 00:00:00-05:00,977.8900146484375,984.0,971.5599975585938,976.1699829101562,2074400
2026-01-23 00:00:00-05:00,971.4400024414062,984.8499755859375,971.010009765625,983.25,1680600
2026-01-26 00:00:00-05:00,986.4299926757812,993.0,976.3499755859375,977.6699829101562,2458700
2026-01-27 00:00:00-05:00,977.6799926757812,978.0,961.7100219726562,970.280029296875,2077900
2026-01-28 00:00:00-05:00,969.510009765625,970.0999755859375,955.6099853515625,960.780029296875,2474800
2026-01-29 00:00:00-05:00,957.989990234375,960.2999877929688,948.510009765625,952.8900146484375,1825000
2026-01-30 00:00:00-05:00,948.8300170898438,951.1199951171875,930.2999877929688,940.25,2396300
2026-02-02 00:00:00-05:00,944.22998046875,970.3200073242188,931.27001953125,968.3599853515625,2451300
2026-02-03 00:00:00-05:00,964.3499755859375,990.6500244140625,964.280029296875,977.9199829101562,2960700
2026-02-04 00:00:00-05:00,983.3099975585938,994.5999755859375,975.1900024414062,978.3499755859375,2631500
2026-02-05 00:00:00-05:00,995.5,1000.9500122070312,987.3300170898438,989.2899780273438,2988800
2026-02-06 00:00:00-05:00,988.1500244140625,1001.3699951171875,983.5,1001.1599731445312,2358600
2026-02-09 00:00:00-05:00,1001.3200073242188,1009.6199951171875,992.6799926757812,997.5900268554688,1861700
2026-02-10 00:00:00-05:00,996.010009765625,997.4500122070312,969.0,971.22998046875,1781500
2026-02-11 00:00:00-05:00,973.2899780273438,989.5700073242188,967.1199951171875,978.1400146484375,1769400
2026-02-12 00:00:00-05:00,978.75,1009.2100219726562,978.1400146484375,998.8599853515625,2970400
2026-02-13 00:00:00-05:00,1000.0,1022.8800048828125,993.760009765625,1018.47998046875,2661600
2026-02-17 00:00:00-05:00,1022.3400268554688,1028.43994140625,1010.47998046875,1012.0499877929688,1732200
2026-02-18 00:00:00-05:00,1010.0,1016.0,993.5,996.0800170898438,1926800
2026-02-19 00:00:00-05:00,992.3099975585938,1007.8599853515625,984.1099853515625,987.8200073242188,1750000
2026-02-20 00:00:00-05:00,983.1300048828125,987.3699951171875,977.8099975585938,985.27001953125,1662200
2026-02-23 00:00:00-05:00,981.7999877929688,991.3099975585938,978.0599975585938,986.02001953125,1489300
2026-02-24 00:00:00-05:00,986.3800048828125,998.8800048828125,985.0399780273438,998.4299926757812,1671100
2026-02-25 00:00:00-05:00,997.6799926757812,1002.5,991.4400024414062,994.760009765625,1554600
2026-02-26 00:00:00-05:00,996.9199829101562,1005.52001953125,983.530029296875,986.739990234375,1804400
2026-02-27 00:00:00-05:00,990.530029296875,1014.1900024414062,989.5800170898438,1010.7899780273438,3935000
2026-03-02 00:00:00-05:00,1010.9099731445312,1020.8200073242188,1002.489990234375,1002.77001953125,1986900
2026-03-03 00:00:00-05:00,1002.5399780273438,1015.75,1000.6300048828125,1007.77001953125,1947100
2026-03-04 00:00:00-05:00,1005.0,1014.0,997.0,1006.739990234375,1806600
2026-03-05 00:00:00-05:00,996.5,999.25,978.8099975585938,982.5700073242188,2766000
2026-03-06 00:00:00-05:00,967.010009765625,1002.5,960.4600219726562,998.0999755859375,2707200
