ts,open,high,low,close,volume
2025-04-25 00:00:00-04:00,113.30720175357582,114.66833685448671,112.58257045195307,113.6009750366211,5013200
2025-04-28 00:00:00-04:00,113.47367036821088,115.4517278793302,111.46624449379638,113.42471313476562,4171200
2025-04-29 00:00:00-04:00,112.9840477252506,114.05141696768496,111.85793428811158,113.79681396484375,4689800
2025-04-30 00:00:00-04:00,111.64989809479341,114.3249146272455,110.58383767813022,113.9300765991211,6502400
2025-05-01 00:00:00-04:00,114.04852456296679,116.2990914205375,113.18975245956382,115.25277709960938,7743600
2025-05-02 00:00:00-04:00,117.75999154732938,118.9543710805634,116.93083096428808,118.6681137084961,6894400
2025-05-05 00:00:00-04:00,117.20721510346397,119.30972432497884,116.86173466569892,118.05611419677734,6540300
2025-05-06 00:00:00-04:00,116.28922143897843,117.6119276719807,115.69696817638572,116.8025131225586,5739600
2025-05-07 00:00:00-04:00,116.80251170080835,118.45095231308063,116.67418501602093,117.56256866455078,4680600
2025-05-08 00:00:00-04:00,118.44107691298278,121.66886951599666,118.44107691298278,120.30667877197266,6449300
2025-05-09 00:00:00-04:00,120.90880844488602,121.63926141232461,119.90197865566435,120.1290054321289,4240100
2025-05-12 00:00:00-04:00,125.77516852515289,127.53218979071428,124.8078232924075,125.41981506347656,9162100
2025-05-13 00:00:00-04:00,126.11078823057714,128.4304513094495,125.58763103974442,127.68026733398438,6086700
2025-05-14 00:00:00-04:00,127.69011326762919,129.87159136197405,127.46308651776857,129.34841918945312,6273400
2025-05-15 00:00:00-04:00,128.5785134629589,131.31276071198963,128.34162117919678,130.79946899414062,7209300
2025-05-16 00:00:00-04:00,130.57242425232198,131.2633850880089,130.08874413643284,130.4737091064453,6303800
2025-05-19 00:00:00-04:00,128.61799358466135,130.42437238937262,127.40387555788786,129.15101623535156,7703500
2025-05-20 00:00:00-04:00,128.1935421696769,128.7068338624192,126.46613239658419,127.46310424804688,5220100
2025-05-21 00:00:00-04:00,126.43651114935115,126.97941433440795,123.4554989692523,123.68253326416016,6371600
2025-05-22 00:00:00-04:00,123.00144015789157,125.429683707327,123.00144015789157,124.63014221191406,5689200
2025-05-23 00:00:00-04:00,122.4980254235779,124.93614207184729,122.28086413866032,124.44259643554688,3361400
2025-05-27 00:00:00-04:00,125.8936203518206,127.85792985287091,125.18291343884134,127.54206848144531,5472400
2025-05-28 00:00:00-04:00,127.54207339909009,127.74935413730772,125.62710633780836,125.864013671875,4050900
2025-05-29 00:00:00-04:00,126.4463997964839,126.74251513291206,125.29149726805207,126.50562286376953,4337500
2025-05-30 00:00:00-04:00,125.96271230968127,126.67341919936284,124.7189752527385,126.37728881835938,6436100
2025-06-02 00:00:00-04:00,125.83440091583083,126.81161918391157,124.72885596031628,126.74251556396484,3607900
2025-06-03 00:00:00-04:00,126.46612930626253,127.51244364764871,125.48891105287528,127.0188980102539,4145600
2025-06-04 00:00:00-04:00,127.17683770876366,127.74935246222095,126.50562286376953,126.50562286376953,3123200
2025-06-05 00:00:00-04:00,126.71289785596214,129.3583102154186,125.69619508212729,128.93385314941406,6193300
2025-06-06 00:00:00-04:00,130.37501599200243,131.84578739801677,129.1312864212784,130.11837768554688,5004400
2025-06-09 00:00:00-04:00,130.5230731908363,131.18442252811653,129.41753579858485,130.24668884277344,4838600
2025-06-10 00:00:00-04:00,129.9012164024624,130.75011549220602,129.45701328408768,130.11837768554688,3816900
2025-06-11 00:00:00-04:00,130.32565126139642,131.72731897228644,129.72352502077737,130.10848999023438,5810200
2025-06-12 00:00:00-04:00,128.9733420220946,130.29604063797748,128.1244429730412,130.21707153320312,4258700
2025-06-13 00:00:00-04:00,128.5094117879004,129.378056904576,127.14722104798946,127.81845092773438,4367500
2025-06-16 00:00:00-04:00,128.60810934473187,131.08571796418218,128.60810934473187,129.21023559570312,6240500
2025-06-17 00:00:00-04:00,128.16391750816592,129.47675060866456,127.9862483222329,128.4106903076172,4767700
2025-06-18 00:00:00-04:00,128.34161321580302,131.24366400637044,128.25276355308654,130.80934143066406,6170400
2025-06-20 00:00:00-04:00,131.62862500837963,131.6483559889906,130.20721118989147,130.99688720703125,8904400
2025-06-23 00:00:00-04:00,130.3552736375453,132.36894830824363,129.21024412376138,132.27023315429688,5232400
2025-06-24 00:00:00-04:00,133.92852964438916,134.9156208654539,133.2671803336938,134.14569091796875,5599900
2025-06-25 00:00:00-04:00,134.36284778045072,136.1100034016853,133.66202147112008,135.94219970703125,5736400
2025-06-26 00:00:00-04:00,136.228454986129,138.39018718584913,136.06065128474748,137.9459991455078,6013200
2025-06-27 00:00:00-04:00,138.43956349929394,140.0682582216169,137.30441445789538,138.87388610839844,7249300
2025-06-30 00:00:00-04:00,139.6832750299763,140.0188974963463,137.74858464693867,139.0416717529297,8034400
2025-07-01 00:00:00-04:00,138.73568596509435,139.7820003387673,137.6696255480074,139.2489776611328,6166700
2025-07-02 00:00:00-04:00,139.7918553329795,141.03559992376728,139.16011754752842,141.01585388183594,5494500
2025-07-03 00:00:00-04:00,141.5093974483897,142.69390389623214,140.8283020988807,142.27932739257812,3974700
2025-07-07 00:00:00-04:00,142.24972517996065,143.28617403790298,140.6605076142671,141.88450622558594,5991600
2025-07-08 00:00:00-04:00,141.75617917603276,142.20036723920785,139.19961637832446,139.30819702148438,6620400
2025-07-09 00:00:00-04:00,141.05534255532146,141.09483464244627,139.08115992998836,139.7227783203125,4837000
2025-07-10 00:00:00-04:00,139.93005617808325,141.31199302443235,139.49574866138613,141.24288940429688,5622800
2025-07-11 00:00:00-04:00,140.02876759192475,140.61114782400648,139.29831463285817,140.44334411621094,3647500
2025-07-14 00:00:00-04:00,140.61114359283428,142.19049559557664,140.1669555488808,142.1115264892578,5376100
2025-07-15 00:00:00-04:00,141.4403049963142,142.14114644278055,139.72277578302737,139.7622528076172,7392200
2025-07-16 00:00:00-04:00,137.69923903621734,138.19278469584535,133.51396642031716,137.98548889160156,10610800
2025-07-17 00:00:00-04:00,137.46231724927526,139.86095673510235,137.33400563329465,139.08114624023438,7695800
2025-07-18 00:00:00-04:00,139.6240614888762,139.92019189148633,138.390197362849,139.01206970214844,5572300
2025-07-21 00:00:00-04:00,139.41677223619683,140.68024781914335,138.3704428692976,138.65670776367188,5853400
2025-07-22 00:00:00-04:00,138.98245302876745,139.07128762772015,137.13658212245124,138.2322540283203,5257200
2025-07-23 00:00:00-04:00,138.9627040094486,140.78882883405203,138.1236704280217,140.37425231933594,6612900
2025-07-24 00:00:00-04:00,140.6308956687355,141.86475976699995,140.01890389577795,140.66050720214844,3817900
2025-07-25 00:00:00-04:00,141.0750905663559,141.52915920371504,140.21632593214122,141.16392517089844,3463000
2025-07-28 00:00:00-04:00,141.193526146445,141.29224129643313,140.186703913289,140.7197265625,3729300
2025-07-29 00:00:00-04:00,141.6475945617658,142.19049776234505,140.26567283467057,141.70681762695312,5158700
2025-07-30 00:00:00-04:00,141.97332841498095,143.60202286235676,141.43042524525023,143.06900024414062,5236800
2025-07-31 00:00:00-04:00,142.33348921451352,143.82441266682991,141.14075348595193,141.5979766845703,5523700
2025-08-01 00:00:00-04:00,138.42727074346678,138.72545845363803,135.34602301579216,138.24835205078125,6678500
2025-08-04 00:00:00-04:00,139.33175577191875,140.92208014983643,138.86461372110486,140.50462341308594,3851500
2025-08-05 00:00:00-04:00,140.80281261710581,141.84646205323517,138.5664274681675,139.61007690429688,5331100
2025-08-06 00:00:00-04:00,140.29589062051036,140.9916670305519,139.65976388831115,140.4449920654297,3765800
2025-08-07 00:00:00-04:00,141.36934662249456,141.84645301036804,139.74922024218404,140.06727600097656,3728600
2025-08-08 00:00:00-04:00,140.76304074918,143.0590603204402,140.4251017574051,142.3135986328125,3943500
2025-08-11 00:00:00-04:00,142.70126239797827,143.3175059125686,141.7967651858514,143.00938415527344,4024700
2025-08-12 00:00:00-04:00,144.19217480294978,147.33304181351338,143.9436875769157,146.3987274169922,7111600
2025-08-13 00:00:00-04:00,147.25352998442457,148.17791038888606,144.51023635895748,146.8658905029297,5542000
2025-08-14 00:00:00-04:00,146.11050113169443,147.76046009054645,145.28552165226841,147.61135864257812,4188600
2025-08-15 00:00:00-04:00,147.73063271290434,147.90953623845974,143.58586753984486,143.7548370361328,4986000
2025-08-18 00:00:00-04:00,143.23798667413382,144.1822351623474,142.94974814607363,143.9039306640625,3548700
2025-08-19 00:00:00-04:00,143.61568365147576,144.0927748822846,142.5521510365017,143.19822692871094,4257700
2025-08-20 00:00:00-04:00,142.9497370112885,143.83435091902976,140.17661110776433,143.24790954589844,4619300
2025-08-21 00:00:00-04:00,142.5422184886674,143.5759186939053,142.03529483211165,143.16839599609375,3269400
2025-08-22 00:00:00-04:00,143.94369498954427,147.99899338077302,143.79459354637157,147.12432861328125,6759600
2025-08-25 00:00:00-04:00,147.08456626367507,147.7107589762569,146.67705870713658,146.75656127929688,2596500
2025-08-26 00:00:00-04:00,146.4285633336449,148.12820750708593,145.41473118060995,148.06857299804688,4453800
2025-08-27 00:00:00-04:00,147.47219139591985,149.21160194681337,147.13425241455292,148.47608947753906,3329200
2025-08-28 00:00:00-04:00,148.93330124444813,149.4799761790103,148.27729132297353,149.271240234375,3898100
2025-08-29 00:00:00-04:00,148.98300127422482,149.8377979421117,148.22760556376116,149.56942749023438,3629400
2025-09-02 00:00:00-04:00,147.66105660811743,148.16798028952732,144.7786106606942,147.94931030273438,5330200
2025-09-03 00:00:00-04:00,147.9095453459205,148.64507305133748,146.05086560584866,147.63124084472656,4338900
2025-09-04 00:00:00-04:00,148.12820202953858,149.83779533557274,147.78031385106576,149.61912536621094,3955000
2025-09-05 00:00:00-04:00,150.20555747779125,150.94108514606003,145.4047823249749,147.1938934326172,5697300
2025-09-08 00:00:00-04:00,147.4225064130739,148.29717112170925,146.35897382254578,147.8896484375,3820800
2025-09-09 00:00:00-04:00,147.52189552452276,151.89527983202242,147.4523269873226,151.2989044189453,6673200
2025-09-10 00:00:00-04:00,151.9747895060315,153.5949311597123,150.50374929582162,153.18740844726562,4945600
2025-09-11 00:00:00-04:00,153.45577717376315,156.80538026868012,153.14765542712132,155.5331268310547,7399500
2025-09-12 00:00:00-04:00,155.09579160125384,155.920771071625,154.67833485114875,155.4436798095703,4341600
2025-09-15 00:00:00-04:00,156.397864317653,157.52101625310388,154.93675823221017,155.69215393066406,4829900
2025-09-16 00:00:00-04:00,156.12950694593314,156.5469636958137,154.28076124420045,154.8671875,7539500
2025-09-17 00:00:00-04:00,155.6921593518994,157.01411324506677,154.70814445403454,156.45750427246094,4604200
2025-09-18 00:00:00-04:00,156.9445251707658,159.1709761656595,156.53701764846144,158.27642822265625,4323700
2025-09-19 00:00:00-04:00,158.5845605780378,160.11523531262415,157.16320566992556,158.9423828125,14902000
2025-09-22 00:00:00-04:00,158.36587924113604,160.05558932914,156.8749558988167,159.73753356933594,4421200
2025-09-23 00:00:00-04:00,159.60832791006575,162.98774835180444,158.6342621630988,159.7872314453125,5335900
2025-09-24 00:00:00-04:00,160.12518423719848,160.49294050077333,156.88490090660477,156.92466735839844,5195200
2025-09-25 00:00:00-04:00,156.43761658290794,158.28636214142205,155.6822208797084,157.98817443847656,5351100
2025-09-26 00:00:00-04:00,158.59448412907867,160.8308691550899,158.35594609950306,159.1411590576172,5326800
2025-09-29 00:00:00-04:00,159.71765723905023,160.34384992312008,158.75352555608373,160.184814453125,4186000
2025-09-30 00:00:00-04:00,160.41341170613578,161.24832513876038,155.89094119640097,157.9981231689453,5547100
2025-10-01 00:00:00-04:00,156.9246581877575,157.48126714868027,154.60875541598787,155.94064331054688,5467400
2025-10-02 00:00:00-04:00,155.74186370508386,156.0599194831447,152.77990007493028,154.3602752685547,5087400
2025-10-03 00:00:00-04:00,155.98040361812355,156.84514952986999,155.21507383580337,156.63641357421875,5182100
2025-10-06 00:00:00-04:00,157.0439253146492,157.76950376095084,154.07201266047926,157.1333770751953,4696300
2025-10-07 00:00:00-04:00,157.81920864419178,158.32611713455904,154.45965643408982,155.02621459960938,4589700
2025-10-08 00:00:00-04:00,155.53312457482917,155.60270827994268,153.08801869623576,154.70814514160156,4038600
2025-10-09 00:00:00-04:00,154.63857467456347,155.48342215603913,152.89916406590214,155.32440185546875,6092600
2025-10-10 00:00:00-04:00,155.9008964590219,156.99423118721063,150.92120259012964,150.9410858154297,5531700
2025-10-13 00:00:00-04:00,153.34643679742453,154.67832469840303,152.4220715899632,154.19129943847656,4735800
2025-10-14 00:00:00-04:00,153.56511094595652,156.16925231067344,150.96096958123962,154.4000244140625,8023800
2025-10-15 00:00:00-04:00,161.94409122912035,165.76086663136962,160.66190378785438,161.66578674316406,13673700
2025-10-16 00:00:00-04:00,162.10312736488473,163.75308622874775,158.00806262626972,159.0517120361328,10477500
2025-10-17 00:00:00-04:00,159.72758442874803,160.00588890609345,156.89483917724166,157.70986938476562,7965000
2025-10-20 00:00:00-04:00,159.2306200381632,162.15283240131373,158.53485880085535,160.9899139404297,5741000
2025-10-21 00:00:00-04:00,160.47304726896647,161.07935670612568,158.22672820933,158.2664794921875,4220600
2025-10-22 00:00:00-04:00,158.6044461632945,158.77341567007383,156.26865999157897,157.1632080078125,4360200
2025-10-23 00:00:00-04:00,157.9384855823163,159.1212872856153,156.94453661032827,158.34600830078125,3735600
2025-10-24 00:00:00-04:00,159.54868351395882,163.90216943295732,159.54868351395882,162.86846923828125,5547500
2025-10-27 00:00:00-04:00,163.96182790093505,165.68135536337098,163.90217822322475,165.01541137695312,5056000
2025-10-28 00:00:00-04:00,165.11479390316225,166.11869204422413,163.38533244525846,164.21031188964844,3601000
2025-10-29 00:00:00-04:00,163.31574956106527,165.0154089389439,162.13294788383652,163.03744506835938,4963500
2025-10-30 00:00:00-04:00,162.8287207892465,165.98947110280164,162.4112488926854,164.25999450683594,4960500
2025-10-31 00:00:00-04:00,163.35000610351562,164.89999389648438,162.91000366210938,164.0,5323500
2025-11-03 00:00:00-05:00,164.3000030517578,164.66000366210938,161.57000732421875,163.64999389648438,4719200
2025-11-04 00:00:00-05:00,162.3300018310547,166.92999267578125,160.86000061035156,164.00999450683594,5739200
2025-11-05 00:00:00-05:00,163.8699951171875,165.9600067138672,161.6300048828125,165.17999267578125,4133000
2025-11-06 00:00:00-05:00,164.57000732421875,165.6699981689453,162.64999389648438,163.4199981689453,4292900
2025-11-07 00:00:00-05:00,162.2100067138672,162.60000610351562,158.05999755859375,162.36000061035156,6323300
2025-11-10 00:00:00-05:00,163.80999755859375,166.05999755859375,163.80999755859375,165.0500030517578,5015400
2025-11-11 00:00:00-05:00,165.3000030517578,166.72000122070312,164.77999877929688,166.5,3237600
2025-11-12 00:00:00-05:00,167.52000427246094,171.77000427246094,167.52000427246094,169.9199981689453,6892900
2025-11-13 00:00:00-05:00,169.30999755859375,170.35000610351562,165.1699981689453,165.61000061035156,6090900
2025-11-14 00:00:00-05:00,164.1999969482422,164.8000030517578,159.94000244140625,163.86000061035156,6691200
2025-11-17 00:00:00-05:00,163.25,164.08999633789062,158.75999450683594,159.4499969482422,5727200
2025-11-18 00:00:00-05:00,158.63999938964844,161.6699981689453,157.7899932861328,159.8300018310547,4864900
2025-11-19 00:00:00-05:00,160.35000610351562,162.91000366210938,160.0500030517578,162.2899932861328,6413600
2025-11-20 00:00:00-05:00,164.1999969482422,166.94000244140625,158.50999450683594,158.6999969482422,5258600
2025-11-21 00:00:00-05:00,159.77999877929688,160.11000061035156,155.22999572753906,158.1699981689453,9021300
2025-11-24 00:00:00-05:00,161.3300018310547,164.4600067138672,159.0,162.8300018310547,10125700
2025-11-25 00:00:00-05:00,163.50999450683594,165.8699951171875,160.6199951171875,165.42999267578125,5561000
2025-11-26 00:00:00-05:00,166.97999572753906,168.9600067138672,165.8699951171875,167.94000244140625,4844200
2025-11-28 00:00:00-05:00,168.0,170.27000427246094,167.75999450683594,169.66000366210938,2133700
2025-12-01 00:00:00-05:00,169.00999450683594,169.77000427246094,167.72999572753906,168.47000122070312,4393500
2025-12-02 00:00:00-05:00,168.88999938964844,170.1199951171875,168.69000244140625,169.08999633789062,4338700
2025-12-03 00:00:00-05:00,168.5500030517578,174.0,168.10000610351562,173.72000122070312,6223300
2025-12-04 00:00:00-05:00,174.32000732421875,176.0,173.72000122070312,174.88999938964844,4813200
2025-12-05 00:00:00-05:00,174.47000122070312,177.32000732421875,174.3000030517578,176.50999450683594,4641600
2025-12-08 00:00:00-05:00,176.99000549316406,178.9600067138672,176.05999755859375,176.8300018310547,7271700
2025-12-09 00:00:00-05:00,176.77999877929688,180.64999389648438,176.77999877929688,178.8300018310547,4191200
2025-12-10 00:00:00-05:00,178.5,181.30999755859375,177.75,179.7100067138672,6591200
2025-12-11 00:00:00-05:00,180.1300048828125,181.97999572753906,179.5,180.2899932861328,7598700
2025-12-12 00:00:00-05:00,181.14999389648438,181.14999389648438,177.75,178.41000366210938,4961500
2025-12-15 00:00:00-05:00,179.91000366210938,180.89999389648438,177.72999572753906,177.7899932861328,5219000
2025-12-16 00:00:00-05:00,178.1300048828125,178.64999389648438,175.67999267578125,176.50999450683594,6840500
2025-12-17 00:00:00-05:00,178.0500030517578,179.4499969482422,174.4600067138672,174.8000030517578,5796100
2025-12-18 00:00:00-05:00,176.5500030517578,177.07000732421875,172.5800018310547,172.9600067138672,7993400
2025-12-19 00:00:00-05:00,173.4600067138672,177.6999969482422,173.4600067138672,176.97999572753906,10639400
2025-12-22 00:00:00-05:00,177.58999633789062,180.25999450683594,177.41000366210938,179.75999450683594,4574600
2025-12-23 00:00:00-05:00,179.8300018310547,180.5800018310547,179.1300048828125,179.5,3514800
2025-12-24 00:00:00-05:00,180.16000366210938,182.0,179.52999877929688,181.64999389648438,2648000
2025-12-26 00:00:00-05:00,181.85000610351562,182.33999633789062,181.10000610351562,181.8699951171875,2564700
2025-12-29 00:00:00-05:00,181.19000244140625,181.6999969482422,179.75,179.94000244140625,2464300
2025-12-30 00:00:00-05:00,180.27999877929688,180.3800048828125,178.25999450683594,179.0800018310547,2365500
2025-12-31 00:00:00-05:00,179.50999450683594,179.7100067138672,177.39999389648438,177.52999877929688,3098100
2026-01-02 00:00:00-05:00,178.52000427246094,181.9600067138672,177.13999938964844,181.89999389648438,4509900
2026-01-05 00:00:00-05:00,182.1999969482422,188.50999450683594,182.05999755859375,186.5399932861328,6787400
2026-01-06 00:00:00-05:00,186.6999969482422,188.82000732421875,185.75,187.75,3795600
2026-01-07 00:00:00-05:00,187.3000030517578,187.75,184.33999633789062,184.7899932861328,3532400
2026-01-08 00:00:00-05:00,183.91000366210938,186.13999938964844,183.66000366210938,184.67999267578125,3745900
2026-01-09 00:00:00-05:00,185.6999969482422,186.9199981689453,185.0399932861328,186.32000732421875,4630900
2026-01-12 00:00:00-05:00,184.6300048828125,187.27000427246094,183.9199981689453,186.57000732421875,5635400
2026-01-13 00:00:00-05:00,186.9600067138672,187.02000427246094,182.14999389648438,182.75999450683594,6594800
2026-01-14 00:00:00-05:00,182.19000244140625,182.35000610351562,178.92999267578125,180.77999877929688,8434000
2026-01-15 00:00:00-05:00,181.0,192.16000366210938,181.0,191.22999572753906,12957100
2026-01-16 00:00:00-05:00,190.55999755859375,192.67999267578125,189.0,189.08999633789062,8398100
2026-01-20 00:00:00-05:00,185.25,186.6999969482422,181.27999877929688,182.10000610351562,11302600
2026-01-21 00:00:00-05:00,182.47000122070312,186.4199981689453,182.02000427246094,183.32000732421875,11715800
2026-01-22 00:00:00-05:00,184.52999877929688,186.0399932861328,182.25999450683594,183.0500030517578,8966900
2026-01-23 00:00:00-05:00,181.8699951171875,181.8699951171875,177.9499969482422,179.0,8532800
2026-01-26 00:00:00-05:00,179.36000061035156,182.44000244140625,178.86000061035156,181.8800048828125,6389800
2026-01-27 00:00:00-05:00,182.24000549316406,183.97000122070312,181.14999389648438,182.66000366210938,5138100
2026-01-28 00:00:00-05:00,182.44000244140625,183.00999450683594,180.3800048828125,182.33999633789062,5538800
2026-01-29 00:00:00-05:00,183.17999267578125,185.02999877929688,179.4600067138672,182.39999389648438,7473400
2026-01-30 00:00:00-05:00,180.2100067138672,183.14999389648438,179.97000122070312,182.8000030517578,7434900
2026-02-02 00:00:00-05:00,182.61000061035156,185.44000244140625,180.5500030517578,185.10000610351562,6827200
2026-02-03 00:00:00-05:00,185.27999877929688,188.67999267578125,178.4499969482422,182.91000366210938,7751300
2026-02-04 00:00:00-05:00,182.72999572753906,183.64999389648438,178.5,180.0800018310547,7571900
2026-02-05 00:00:00-05:00,178.0,179.4499969482422,173.25,175.83999633789062,9571800
2026-02-06 00:00:00-05:00,178.88999938964844,181.19000244140625,177.5,179.9600067138672,9139700
2026-02-09 00:00:00-05:00,179.99000549316406,183.82000732421875,179.4600067138672,182.35000610351562,6625900
2026-02-10 00:00:00-05:00,181.9199981689453,184.5800018310547,173.5500030517578,177.88999938964844,12854500
2026-02-11 00:00:00-05:00,179.77000427246094,181.0399932861328,174.3000030517578,176.67999267578125,7777800
2026-02-12 00:00:00-05:00,177.42999267578125,178.7899932861328,165.41000366210938,168.05999755859375,14436700
2026-02-13 00:00:00-05:00,167.1199951171875,171.49000549316406,163.58999633789062,171.14999389648438,9162400
2026-02-17 00:00:00-05:00,172.5500030517578,174.1999969482422,170.86000061035156,171.5399932861328,6376900
2026-02-18 00:00:00-05:00,173.49000549316406,177.30999755859375,173.4499969482422,176.58999633789062,6343300
2026-02-19 00:00:00-05:00,175.16000366210938,176.27999877929688,172.52999877929688,174.3699951171875,7259500
2026-02-20 00:00:00-05:00,173.4499969482422,175.42999267578125,171.55999755859375,175.41000366210938,4272600
2026-02-23 00:00:00-05:00,173.9600067138672,175.6199951171875,166.61000061035156,166.8000030517578,7795500
2026-02-24 00:00:00-05:00,165.47000122070312,170.32000732421875,164.11000061035156,168.7899932861328,7413800
2026-02-25 00:00:00-05:00,170.6999969482422,174.0399932861328,169.64999389648438,173.72999572753906,7098500
2026-02-26 00:00:00-05:00,174.8800048828125,177.8300018310547,174.4499969482422,177.49000549316406,6901600
2026-02-27 00:00:00-05:00,174.0,174.1300048828125,164.39999389648438,166.50999450683594,12400400
2026-03-02 00:00:00-05:00,162.63999938964844,169.60000610351562,162.14999389648438,167.0,9212600
2026-03-03 00:00:00-05:00,162.4600067138672,167.32000732421875,159.9499969482422,165.9499969482422,7495500
2026-03-04 00:00:00-05:00,167.5800018310547,169.1999969482422,166.52000427246094,167.5800018310547,5307800
2026-03-05 00:00:00-05:00,165.3800048828125,167.97000122070312,160.50999450683594,162.5500030517578,7274900
2026-03-06 00:00:00-05:00,159.50999450683594,160.35000610351562,155.35000610351562,160.27000427246094,8045300
